Unique,AgeEntry,PolicyTerm,SumAssured
A005017,32,5,1536247
A005018,34,1,183201
A005019,43,1,4002867
A005020,31,5,408715
A005021,20,30,1073602
A005022,65,1,9276416
A005023,47,5,8055993
A005024,38,10,508022
A005025,39,10,1104810
A005026,30,10,6747684
A005027,21,10,3217584
A005028,27,1,9243100
A005029,37,5,7687004
A005030,53,20,6119792
A005031,56,5,7985868
A005032,51,10,3533081
A005033,36,5,3635283
A005034,57,30,9186317
A005035,28,30,4206452
A005036,54,10,4893904
A005037,50,5,9919075
A005038,48,20,4856871
A005039,27,30,6266936
A005040,63,20,5145873
A005041,59,20,5578481
A005042,27,1,846236
A005043,20,30,4039344
A005044,63,1,2163791
A005045,45,30,7547214
A005046,66,10,9415197
A005047,25,20,6647960
A005048,45,1,6084922
A005049,23,1,2777947
A005050,43,1,101911
A005051,69,1,2427924
A005052,39,5,9471198
A005053,68,1,7806711
A005054,32,10,5148814
A005055,28,20,865282
A005056,65,30,8741326
A005057,53,30,4581805
A005058,65,1,2446472
A005059,39,30,7190759
A005060,20,5,977107
A005061,40,5,6470481
A005062,33,30,5768582
A005063,40,10,717147
A005064,26,10,7007977
A005065,56,30,8734646
A005066,38,30,9840714
A005067,26,10,4058524
A005068,23,20,9839145
A005069,58,5,7696984
A005070,44,20,2668871
A005071,28,1,9824951
A005072,65,1,1625473
A005073,60,30,1964037
A005074,24,10,6423524
A005075,19,1,8124416
A005076,47,5,153880
A005077,51,10,5385147
A005078,62,5,6025919
A005079,69,10,9134906
A005080,40,30,6061319
A005081,51,10,6344300
A005082,47,30,9958550
A005083,69,1,4075231
A005084,20,1,6286765
A005085,49,1,6848155
A005086,59,30,2735130
A005087,45,10,8346503
A005088,64,20,7105674
A005089,27,20,4288658
A005090,23,30,8010198
A005091,58,10,6563827
A005092,46,20,5967694
A005093,33,10,575231
A005094,32,10,4564697
A005095,54,10,7785004
A005096,62,30,8000097
A005097,61,30,1996503
A005098,33,1,4813181
A005099,60,30,7382274
A005100,46,30,998513
A005101,65,30,4442050
A005102,66,5,4435971
A005103,69,30,9637764
A005104,65,30,1801743
A005105,66,30,9871563
A005106,48,10,9669098
A005107,43,10,8682190
A005108,54,30,8806873
A005109,68,30,5755487
A005110,34,30,2255591
A005111,26,1,1309246
A005112,53,10,8230719
A005113,31,1,5393222
A005114,62,5,9785753
A005115,30,30,4405119
A005116,28,5,933223
A005117,69,30,5482621
A005118,33,5,3836442
A005119,64,20,404075
A005120,53,30,5804520
A005121,41,1,7773355
A005122,58,10,5508672
A005123,69,5,1383654
A005124,46,20,6085685
A005125,63,30,3299803
A005126,33,5,1807723
A005127,32,5,4840894
A005128,24,1,2292428
A005129,26,10,8868454
A005130,65,30,8525178
A005131,35,10,4115984
A005132,63,1,3415406
A005133,61,30,9204000
A005134,21,10,8178855
A005135,30,10,608277
A005136,50,20,4902875
A005137,60,30,4372311
A005138,34,1,724568
A005139,51,5,5308194
A005140,56,10,341285
A005141,28,10,3077032
A005142,63,30,5998199
A005143,36,1,1037578
A005144,41,30,8449303
A005145,44,5,4984821
A005146,69,20,2497586
A005147,50,5,8930041
A005148,37,1,9874177
A005149,46,20,1277508
A005150,44,1,8934236
A005151,43,10,7149556
A005152,56,30,3738643
A005153,37,30,3314335
A005154,24,1,5008459
A005155,57,5,665276
A005156,37,30,5600926
A005157,31,1,5180520
A005158,33,10,4295164
A005159,24,1,606733
A005160,28,10,1047771
A005161,32,1,1811956
A005162,65,5,7081717
A005163,60,10,9571602
A005164,52,1,1627256
A005165,69,30,2434048
A005166,60,20,4366421
A005167,43,1,4325338
A005168,30,10,8364269
A005169,35,1,3757475
A005170,43,1,3164947
A005171,48,30,8938458
A005172,54,10,2672600
A005173,41,30,1718122
A005174,24,10,1342807
A005175,66,20,4773713
A005176,41,1,4549478
A005177,32,10,9584702
A005178,59,20,7967519
A005179,47,5,6429954
A005180,68,5,1058523
A005181,65,5,4815414
A005182,46,10,2518569
A005183,55,10,3877895
A005184,30,10,8417026
A005185,66,1,8318770
A005186,53,10,9137997
A005187,62,30,4575912
A005188,58,1,8990581
A005189,49,1,1504609
A005190,33,1,3418616
A005191,34,5,5431273
A005192,33,30,5974031
A005193,62,30,747106
A005194,21,1,8706870
A005195,24,1,8956896
A005196,38,30,2425672
A005197,54,30,7685404
A005198,34,1,4287484
A005199,38,5,6669094
A005200,35,1,9470612
A005201,39,5,764887
A005202,56,20,3530658
A005203,66,5,5405110
A005204,30,30,2060248
A005205,68,30,2183948
A005206,48,1,751040
A005207,42,20,5975237
A005208,43,20,4785688
A005209,36,10,7554967
A005210,46,20,4403061
A005211,48,20,5732538
A005212,27,20,8528479
A005213,41,10,2035772
A005214,31,30,5061227
A005215,38,10,9600888
A005216,38,1,535237
A005217,57,5,2421215
A005218,31,20,2480984
A005219,62,20,5105282
A005220,53,10,285973
A005221,41,30,6453094
A005222,23,5,7425341
A005223,38,30,6374282
A005224,44,20,3698545
A005225,32,1,9778773
A005226,65,20,7405314
A005227,62,30,994714
A005228,65,5,9392670
A005229,34,10,3420130
A005230,36,1,8273644
A005231,64,30,1093442
A005232,36,1,9146003
A005233,25,10,9251176
A005234,35,20,365232
A005235,69,20,3707507
A005236,65,20,5890421
A005237,40,20,1971433
A005238,61,10,5940273
A005239,49,1,1752235
A005240,68,10,8958378
A005241,68,10,1867323
A005242,47,5,8233744
A005243,57,5,600679
A005244,45,5,5184564
A005245,53,30,7084933
A005246,40,30,3015806
A005247,19,1,4113696
A005248,62,10,8298639
A005249,50,20,1115784
A005250,50,1,3426266
A005251,38,10,9157892
A005252,30,20,6744528
A005253,43,30,197115
A005254,44,30,8317006
A005255,29,1,5878127
A005256,37,5,7873662
A005257,23,5,4650139
A005258,28,10,5596028
A005259,69,1,7902471
A005260,57,5,4200822
A005261,59,5,3121216
A005262,68,5,7038276
A005263,63,20,6100159
A005264,40,20,4222898
A005265,68,5,7915200
A005266,59,30,9188742
A005267,46,1,586617
A005268,41,20,6331226
A005269,58,10,6296355
A005270,24,20,1143622
A005271,40,1,2416937
A005272,41,1,2787082
A005273,44,10,5791906
A005274,41,10,8215700
A005275,38,1,5190784
A005276,25,5,1902018
A005277,60,10,6272780
A005278,60,5,9857509
A005279,30,5,1288525
A005280,21,30,435187
A005281,64,5,1021112
A005282,31,20,369738
A005283,46,20,3797889
A005284,22,20,9898165
A005285,33,5,3273822
A005286,42,10,2575703
A005287,54,1,181129
A005288,33,20,8764329
A005289,47,5,2810605
A005290,20,30,8993930
A005291,39,30,2428801
A005292,35,5,6019459
A005293,65,5,763038
A005294,39,1,5441432
A005295,33,5,152260
A005296,21,30,1369455
A005297,25,20,8856192
A005298,31,30,2090554
A005299,68,30,7649177
A005300,39,10,695421
A005301,33,30,3375214
A005302,36,5,6641696
A005303,30,10,6296249
A005304,28,1,8099329
A005305,44,5,4987444
A005306,69,10,8720761
A005307,47,1,3783523
A005308,43,20,9101741
A005309,45,5,1768483
A005310,61,30,3021002
A005311,46,20,8382249
A005312,21,1,5406272
A005313,43,30,1998877
A005314,56,30,8524355
A005315,52,1,1258923
A005316,43,30,1954339
A005317,22,10,670986
A005318,41,1,6193947
A005319,40,1,5263964
A005320,53,30,1824185
A005321,27,30,9793674
A005322,66,30,5742995
A005323,47,10,2378477
A005324,31,1,4478650
A005325,56,10,2071716
A005326,69,1,1199792
A005327,65,20,1643962
A005328,35,20,4039605
A005329,26,1,2395489
A005330,22,1,8169873
A005331,49,30,2727697
A005332,39,20,8561489
A005333,25,5,8057685
A005334,24,20,3590597
A005335,50,1,2462577
A005336,33,20,340826
A005337,61,20,4055325
A005338,31,20,2669624
A005339,34,5,7711403
A005340,24,10,4260543
A005341,58,30,4383110
A005342,25,1,5421386
A005343,59,5,5244749
A005344,30,10,1648729
A005345,28,1,9809973
A005346,30,5,5088612
A005347,59,5,4674615
A005348,38,20,735022
A005349,51,10,9955246
A005350,31,30,5474927
A005351,66,1,2148729
A005352,42,20,3616281
A005353,62,20,8575316
A005354,20,30,7931289
A005355,69,1,926134
A005356,20,30,7359521
A005357,63,30,4299977
A005358,24,10,8083597
A005359,32,20,826730
A005360,57,20,8696746
A005361,28,5,9110352
A005362,43,5,6070744
A005363,53,1,9095016
A005364,21,10,3790385
A005365,64,30,7281728
A005366,31,5,2428887
A005367,59,20,7074522
A005368,68,5,8711792
A005369,31,20,1650608
A005370,59,30,894039
A005371,37,5,602897
A005372,60,20,4612690
A005373,27,20,2349880
A005374,26,20,2465929
A005375,42,10,1528013
A005376,64,20,7568512
A005377,43,1,6811190
A005378,55,30,208062
A005379,53,20,1886911
A005380,66,5,6321481
A005381,45,5,4555581
A005382,21,5,8214044
A005383,63,5,8751931
A005384,30,20,1933992
A005385,63,30,4984691
A005386,58,5,6270290
A005387,36,20,5163293
A005388,51,30,7282638
A005389,28,10,3451942
A005390,39,20,7158940
A005391,69,1,707876
A005392,36,10,765018
A005393,22,1,9631231
A005394,23,5,9446975
A005395,22,20,1290199
A005396,54,5,9981550
A005397,38,10,6556954
A005398,34,20,3543426
A005399,28,20,9905977
A005400,20,30,968034
A005401,61,20,7108319
A005402,31,20,3780451
A005403,56,1,3444746
A005404,41,30,6664334
A005405,50,30,2741746
A005406,36,10,4630868
A005407,38,5,6460054
A005408,19,20,6422238
A005409,52,1,8012172
A005410,50,5,621299
A005411,58,10,1639740
A005412,61,5,7426030
A005413,47,20,3833200
A005414,57,5,2330546
A005415,63,10,318863
A005416,41,1,3015387
A005417,47,30,9205976
A005418,53,20,3271293
A005419,20,1,2038064
A005420,56,20,9195777
A005421,40,20,3513176
A005422,69,10,7714753
A005423,31,5,6809019
A005424,33,5,6249564
A005425,20,1,3775075
A005426,64,20,9110958
A005427,28,5,8681197
A005428,31,1,6345404
A005429,60,1,2529552
A005430,56,1,189458
A005431,35,20,4045385
A005432,39,30,4728671
A005433,28,20,4785486
A005434,32,1,3876689
A005435,33,30,5180408
A005436,31,5,5694140
A005437,23,10,4240930
A005438,57,20,5899336
A005439,57,20,4195608
A005440,55,10,5336952
A005441,53,30,9045863
A005442,49,1,8423511
A005443,46,1,2183263
A005444,60,10,7014826
A005445,22,20,7196517
A005446,46,5,4140446
A005447,20,20,396351
A005448,56,1,1757330
A005449,26,1,5476348
A005450,35,20,8891214
A005451,42,20,2972462
A005452,52,5,8660859
A005453,50,30,6806429
A005454,47,5,7403509
A005455,62,5,436471
A005456,62,1,5481410
A005457,49,10,9237467
A005458,64,30,876693
A005459,42,30,4395134
A005460,58,20,8965905
A005461,39,10,2391042
A005462,63,10,8833320
A005463,63,20,3353873
A005464,44,20,415082
A005465,43,1,7262912
A005466,44,5,9871543
A005467,47,30,330648
A005468,19,20,1027100
A005469,63,5,1934136
A005470,30,1,6245255
A005471,59,20,6001161
A005472,65,1,6108382
A005473,52,30,6165074
A005474,43,30,3815853
A005475,67,10,3258109
A005476,63,20,3546664
A005477,46,5,7096895
A005478,29,1,1092261
A005479,33,30,269944
A005480,54,1,1707287
A005481,68,20,7501404
A005482,24,20,5457682
A005483,48,10,198196
A005484,60,1,2682507
A005485,23,1,5528372
A005486,61,5,8885636
A005487,19,30,9356746
A005488,61,20,1155946
A005489,34,10,7800348
A005490,46,5,8094250
A005491,65,30,9628903
A005492,67,20,4157176
A005493,69,1,4351729
A005494,67,20,3905796
A005495,27,20,8401251
A005496,30,30,3985134
A005497,25,5,8293517
A005498,53,20,6297595
A005499,32,30,8353139
A005500,50,10,847969
A005501,42,1,7415428
A005502,68,1,9861477
A005503,37,5,6560341
A005504,30,5,2184382
A005505,19,1,1878463
A005506,48,30,3842443
A005507,47,20,9012025
A005508,67,1,5453733
A005509,21,30,436803
A005510,42,30,1516700
A005511,46,20,6073985
A005512,32,20,8716100
A005513,44,1,8086393
A005514,22,1,8451171
A005515,19,1,5149647
A005516,23,1,5589273
A005517,23,5,5017144
A005518,58,10,6787690
A005519,50,30,221747
A005520,38,10,4593511
A005521,46,5,4883085
A005522,62,30,962979
A005523,19,10,7207025
A005524,64,1,5353701
A005525,57,1,5620971
A005526,31,30,954043
A005527,27,20,7374445
A005528,49,10,8748314
A005529,41,10,1436155
A005530,66,10,2568988
A005531,62,10,3626432
A005532,36,5,6376776
A005533,43,20,8663021
A005534,57,5,5466955
A005535,50,20,6484208
A005536,65,10,2454545
A005537,56,30,7781792
A005538,46,30,1761273
A005539,51,20,7576816
A005540,44,30,3222598
A005541,30,10,2558285
A005542,32,1,6207844
A005543,49,10,3241796
A005544,50,10,3432130
A005545,44,5,1735284
A005546,51,5,3247865
A005547,45,30,8100272
A005548,27,30,2134600
A005549,46,20,6550017
A005550,55,1,5940649
A005551,69,1,5013263
A005552,40,20,6368897
A005553,67,5,8843732
A005554,41,10,3558643
A005555,67,1,261487
A005556,38,10,2072980
A005557,29,30,8827342
A005558,27,30,2039410
A005559,68,5,268806
A005560,32,5,7066972
A005561,59,1,8046176
A005562,41,10,3723080
A005563,53,5,1249865
A005564,32,5,2557432
A005565,27,5,7069290
A005566,49,20,2494465
A005567,52,30,9834868
A005568,25,30,1945995
A005569,63,20,9093044
A005570,60,1,9416699
A005571,26,30,6300025
A005572,21,10,5474962
A005573,33,20,4095448
A005574,58,5,7179839
A005575,60,30,3802654
A005576,26,30,5921414
A005577,53,5,2685732
A005578,25,5,6452411
A005579,28,30,6701762
A005580,52,1,1347543
A005581,20,20,5774679
A005582,27,1,6393617
A005583,29,30,8585885
A005584,55,10,7483916
A005585,59,20,8214963
A005586,21,1,4604079
A005587,57,30,9402429
A005588,35,1,9298771
A005589,62,5,9991585
A005590,39,20,4368802
A005591,48,10,1048601
A005592,53,10,7053474
A005593,38,20,3477299
A005594,34,5,2007924
A005595,49,5,6565330
A005596,67,30,5400800
A005597,52,5,4863421
A005598,19,5,8346458
A005599,53,5,1162220
A005600,53,20,9278599
A005601,61,20,7673569
A005602,69,5,3359639
A005603,60,10,335214
A005604,19,10,8855805
A005605,57,30,1118268
A005606,49,30,9675776
A005607,33,5,7146170
A005608,67,1,5391752
A005609,68,1,6341975
A005610,63,20,2033880
A005611,56,20,9113129
A005612,38,5,8493200
A005613,23,10,8902802
A005614,62,30,3548101
A005615,43,20,230845
A005616,31,20,8408348
A005617,20,10,3636422
A005618,49,20,870470
A005619,48,1,7883730
A005620,39,30,9922428
A005621,65,20,7172286
A005622,54,5,2277873
A005623,42,30,4517764
A005624,62,1,9959506
A005625,29,1,3272360
A005626,20,1,1953315
A005627,31,1,6501266
A005628,46,30,2328881
A005629,51,30,968095
A005630,68,1,7174886
A005631,40,1,481247
A005632,30,1,1717915
A005633,57,5,8379341
A005634,68,1,8095061
A005635,30,20,1146577
A005636,45,20,9649729
A005637,53,30,8856275
A005638,66,20,4198648
A005639,60,10,4061934
A005640,40,30,4212594
A005641,53,30,6438741
A005642,33,1,6511936
A005643,52,20,8355211
A005644,38,5,9079882
A005645,62,30,9303723
A005646,27,30,5400538
A005647,55,5,3672950
A005648,27,20,4960477
A005649,63,30,946265
A005650,63,20,5858358
A005651,44,10,1617982
A005652,30,1,569366
A005653,61,5,1959936
A005654,58,1,2487268
A005655,67,30,3641741
A005656,31,10,3253186
A005657,50,5,7104188
A005658,44,30,4534701
A005659,32,30,3354427
A005660,55,10,8237682
A005661,57,5,1978195
A005662,54,5,2027070
A005663,62,1,7120348
A005664,30,30,404532
A005665,40,10,6979842
A005666,55,20,4959577
A005667,62,5,1212270
A005668,53,30,2150979
A005669,54,10,9281822
A005670,47,1,3503396
A005671,19,10,8238419
A005672,64,5,4486879
A005673,30,1,4063004
A005674,34,30,9084412
A005675,59,20,2428665
A005676,56,1,5328550
A005677,38,1,3751315
A005678,19,10,9409667
A005679,42,5,269620
A005680,41,30,4080344
A005681,33,30,4813011
A005682,64,1,4376244
A005683,52,5,6691862
A005684,32,1,3387030
A005685,29,5,8038447
A005686,24,30,3776650
A005687,30,30,3349871
A005688,34,30,8307712
A005689,31,5,4478451
A005690,22,10,7894452
A005691,56,1,2052794
A005692,68,20,212023
A005693,40,5,2620756
A005694,43,1,5736313
A005695,30,20,8199549
A005696,20,30,2679231
A005697,53,10,9992601
A005698,52,10,3219540
A005699,32,30,8532194
A005700,52,10,9721406
A005701,25,20,2779542
A005702,69,1,901421
A005703,44,20,7262544
A005704,55,20,1406455
A005705,48,20,3708537
A005706,60,1,9821479
A005707,20,10,1575139
A005708,35,1,2299581
A005709,27,1,7126743
A005710,41,1,3073320
A005711,54,30,4104637
A005712,26,30,4051162
A005713,48,5,6944124
A005714,28,5,7981499
A005715,41,30,9158632
A005716,64,1,9316221
A005717,49,1,8446527
A005718,24,1,977719
A005719,68,10,2761855
A005720,52,30,6785718
A005721,51,30,8406523
A005722,36,10,7192625
A005723,52,1,1242598
A005724,55,5,4230996
A005725,25,20,9191058
A005726,26,20,5573383
A005727,57,30,9885606
A005728,46,30,4676978
A005729,32,5,1546725
A005730,38,30,1690796
A005731,19,5,8025339
A005732,26,10,3407425
A005733,49,30,293612
A005734,67,5,7103497
A005735,32,5,1568939
A005736,42,1,3598877
A005737,23,5,4800773
A005738,56,30,1336312
A005739,60,5,346594
A005740,27,20,3470385
A005741,33,30,9576720
A005742,27,30,6342346
A005743,40,1,204664
A005744,21,1,353888
A005745,34,1,3781522
A005746,59,1,9166723
A005747,39,5,8017235
A005748,66,20,2561868
A005749,22,5,538196
A005750,25,30,7012146
A005751,24,10,4136934
A005752,32,1,792789
A005753,63,30,2381316
A005754,57,5,4740313
A005755,54,5,2501553
A005756,40,10,5615771
A005757,51,30,5237224
A005758,34,10,8927021
A005759,39,10,9211175
A005760,52,1,9838609
A005761,56,30,2488254
A005762,45,10,1419735
A005763,39,5,2570930
A005764,49,30,3475751
A005765,35,10,1118821
A005766,66,1,1409325
A005767,22,1,2265103
A005768,32,30,7133727
A005769,22,10,9998371
A005770,21,30,7232435
A005771,62,10,1008278
A005772,66,10,8783134
A005773,52,5,9116425
A005774,68,20,2818686
A005775,34,1,4732413
A005776,46,10,5065893
A005777,61,20,8795387
A005778,48,20,1904109
A005779,25,10,6762192
A005780,63,30,8542939
A005781,21,1,3219872
A005782,38,20,281361
A005783,41,1,1114934
A005784,39,30,5783026
A005785,20,5,9230592
A005786,37,20,9695306
A005787,58,10,2171694
A005788,45,1,453192
A005789,22,5,6831458
A005790,67,1,5341817
A005791,51,30,6368286
A005792,62,10,8819273
A005793,45,20,481224
A005794,40,20,3910630
A005795,68,5,238249
A005796,44,10,5578078
A005797,67,10,5177095
A005798,59,5,912653
A005799,61,1,6591752
A005800,61,20,1925213
A005801,41,30,8595892
A005802,54,20,2331887
A005803,36,5,769196
A005804,44,10,6092863
A005805,69,5,5599800
A005806,33,1,781176
A005807,57,20,650100
A005808,56,20,4079118
A005809,21,10,2376263
A005810,35,30,6063878
A005811,31,20,3198460
A005812,60,30,1690811
A005813,29,1,3945035
A005814,51,5,8635292
A005815,65,10,5871270
A005816,51,5,9567683
A005817,54,1,6055719
A005818,34,10,4524042
A005819,32,1,3715333
A005820,52,1,8534362
A005821,38,20,2313223
A005822,45,10,1863791
A005823,53,5,8001851
A005824,65,5,6587388
A005825,25,10,3281370
A005826,41,5,475903
A005827,23,10,7673910
A005828,20,20,9852639
A005829,50,30,9469625
A005830,57,5,9410706
A005831,41,1,3959609
A005832,51,1,1949460
A005833,57,30,8290281
A005834,51,30,3584773
A005835,21,20,8721372
A005836,43,5,6893854
A005837,24,20,6279629
A005838,49,5,9007159
A005839,36,20,1392483
A005840,41,5,6018574
A005841,50,5,4527357
A005842,49,20,6785320
A005843,27,10,6569662
A005844,19,30,6779938
A005845,63,30,4918478
A005846,63,5,2332542
A005847,30,30,4608692
A005848,60,20,5985048
A005849,64,1,4391613
A005850,45,20,9765159
A005851,62,1,8430063
A005852,64,20,2110213
A005853,22,5,7861024
A005854,27,30,6195642
A005855,57,10,7605402
A005856,65,30,6055992
A005857,51,1,7570083
A005858,65,1,3511639
A005859,19,10,869657
A005860,67,30,2039429
A005861,39,30,8146768
A005862,22,5,76710
A005863,39,5,6937433
A005864,54,1,8455317
A005865,64,1,660202
A005866,28,30,5201794
A005867,50,5,7194662
A005868,50,30,2547529
A005869,21,5,7900082
A005870,19,1,6690251
A005871,62,10,939025
A005872,33,20,5370494
A005873,63,1,3254382
A005874,37,5,5046854
A005875,28,5,6791083
A005876,34,5,6988716
A005877,29,1,8707750
A005878,63,30,7391311
A005879,32,1,2120682
A005880,25,1,1933913
A005881,65,20,4714251
A005882,22,5,9386160
A005883,58,20,1302224
A005884,28,10,9197241
A005885,45,30,9026508
A005886,39,10,7497099
A005887,61,20,5920019
A005888,54,30,6513812
A005889,36,10,9867996
A005890,60,5,3565103
A005891,51,30,3507784
A005892,49,5,3454649
A005893,28,20,5682803
A005894,50,10,5026522
A005895,35,20,446500
A005896,59,1,6278502
A005897,58,30,8814503
A005898,44,30,7003053
A005899,41,5,6186562
A005900,50,5,9391494
A005901,24,5,4708925
A005902,37,1,1649056
A005903,66,10,2545592
A005904,25,5,8232568
A005905,26,1,1257643
A005906,22,5,4246283
A005907,42,5,814122
A005908,27,5,7751083
A005909,20,5,5190486
A005910,28,30,8838041
A005911,46,20,2903768
A005912,39,1,665905
A005913,28,30,4638648
A005914,45,1,7057562
A005915,36,5,6016989
A005916,55,10,9272302
A005917,31,1,3242237
A005918,65,30,2460172
A005919,63,1,7040132
A005920,46,30,4259462
A005921,58,1,2568793
A005922,25,10,6652612
A005923,64,5,3309009
A005924,48,10,6365055
A005925,53,10,5633582
A005926,28,30,1081295
A005927,29,10,350893
A005928,62,20,1799615
A005929,55,10,1796460
A005930,40,5,8415296
A005931,50,30,2024347
A005932,58,20,9136998
A005933,69,20,2387649
A005934,50,30,4356252
A005935,39,10,9192395
A005936,34,20,4218475
A005937,65,30,1707560
A005938,20,20,6784738
A005939,47,20,2789289
A005940,52,30,1821633
A005941,45,10,7281061
A005942,43,20,8303035
A005943,24,5,2505668
A005944,35,5,6015804
A005945,51,20,6128874
A005946,26,20,6742582
A005947,48,5,2595007
A005948,60,20,8781103
A005949,61,30,4304900
A005950,33,20,833524
A005951,20,5,8343169
A005952,66,10,7022864
A005953,24,10,522124
A005954,49,5,3309638
A005955,36,20,8055112
A005956,61,1,4836634
A005957,42,10,3657228
A005958,68,30,2550794
A005959,35,20,8548636
A005960,29,30,6481175
A005961,41,10,5271727
A005962,69,5,2807428
A005963,22,5,9821221
A005964,38,1,2193518
A005965,44,30,5649838
A005966,37,20,5481890
A005967,65,10,1985718
A005968,31,1,2580045
A005969,39,1,1706043
A005970,56,5,3184467
A005971,61,10,1985185
A005972,42,10,3032340
A005973,41,10,5363694
A005974,20,30,7735183
A005975,65,1,8003350
A005976,25,1,6156635
A005977,44,1,1559884
A005978,32,10,7738610
A005979,21,20,9838367
A005980,39,10,2149605
A005981,29,30,1217079
A005982,56,1,312335
A005983,26,20,3870528
A005984,62,30,8441498
A005985,33,5,1228318
A005986,23,1,696761
A005987,22,20,4280708
A005988,21,20,8512434
A005989,38,10,1677942
A005990,19,20,3203173
A005991,23,20,2692445
A005992,37,5,301914
A005993,31,5,395918
A005994,58,10,2977649
A005995,22,30,3490522
A005996,67,10,9139763
A005997,56,20,7070792
A005998,39,10,1883198
A005999,24,20,5620958
A006000,56,10,5277348
A006001,69,20,5147067
A006002,65,10,8334494
A006003,52,30,9082037
A006004,45,1,4324364
A006005,26,20,715782
A006006,21,30,7235595
A006007,29,30,5693224
A006008,53,1,8154558
A006009,64,10,972985
A006010,59,30,3998165
A006011,68,20,8301966
A006012,56,10,2995653
A006013,35,20,3180397
A006014,61,5,5554265
A006015,67,10,2845932
A006016,38,10,213589
A006017,35,10,2070615
A006018,43,30,2869983
A006019,56,5,6928828
A006020,23,20,8743937
A006021,52,5,4909220
A006022,45,20,7301827
A006023,67,10,7306988
A006024,61,1,9050058
A006025,68,30,4976685
A006026,34,1,457770
A006027,22,30,5123537
A006028,36,1,449313
A006029,24,10,1922191
A006030,45,30,7985772
A006031,28,1,8564222
A006032,53,5,1381828
A006033,52,20,3899785
A006034,69,1,3479939
A006035,63,5,1750519
A006036,25,20,95115
A006037,66,1,2119716
A006038,67,10,4016975
A006039,23,20,9111770
A006040,50,30,3996733
A006041,36,30,3331935
A006042,45,20,3258307
A006043,68,30,6660100
A006044,62,30,122471
A006045,59,5,7473863
A006046,24,10,9995713
A006047,53,10,5062550
A006048,37,20,646159
A006049,52,10,8211154
A006050,41,1,4543820
A006051,20,30,8777087
A006052,63,20,4158626
A006053,35,10,6836552
A006054,32,30,5495525
A006055,23,20,2302844
A006056,29,1,8498180
A006057,37,30,6962870
A006058,48,5,2033807
A006059,52,5,376675
A006060,55,30,3307796
A006061,64,20,795153
A006062,35,10,7224253
A006063,22,20,9023128
A006064,23,5,8259276
A006065,58,10,7710613
A006066,66,10,4803025
A006067,67,10,205566
A006068,26,20,9915421
A006069,52,5,8003808
A006070,20,30,1770330
A006071,22,20,9597134
A006072,25,20,800364
A006073,30,1,6535942
A006074,28,1,5862052
A006075,24,10,334902
A006076,23,20,6094577
A006077,48,30,2926045
A006078,55,20,81777
A006079,46,5,1813240
A006080,26,20,1875495
A006081,26,30,7523329
A006082,25,20,9719176
A006083,28,30,3055186
A006084,29,1,413670
A006085,51,5,9640433
A006086,48,30,6184561
A006087,69,1,3608442
A006088,69,10,1596546
A006089,23,5,4824893
A006090,66,5,8613075
A006091,47,5,6975339
A006092,57,5,2985553
A006093,64,5,4602046
A006094,67,20,5615080
A006095,32,5,8724357
A006096,36,30,2812960
A006097,67,30,8908110
A006098,69,30,1100669
A006099,39,30,5494925
A006100,61,10,8836925
A006101,67,10,4261718
A006102,65,30,4029690
A006103,54,1,7269828
A006104,32,20,6922675
A006105,67,5,6580874
A006106,49,1,1897113
A006107,47,1,7622835
A006108,58,30,6712111
A006109,62,10,1453213
A006110,24,1,111098
A006111,33,1,6629070
A006112,33,1,7886937
A006113,35,20,5334994
A006114,37,10,3011852
A006115,22,1,3749526
A006116,33,20,438399
A006117,44,1,2362262
A006118,49,10,9233164
A006119,62,10,2310354
A006120,43,30,1303093
A006121,52,5,3451090
A006122,54,5,8825303
A006123,50,20,7765217
A006124,31,30,9832098
A006125,48,10,165726
A006126,63,1,8199818
A006127,63,5,7245560
A006128,24,1,2631505
A006129,34,20,3460753
A006130,39,30,3537288
A006131,66,10,2179249
A006132,66,30,463621
A006133,19,1,2291366
A006134,39,1,6395190
A006135,53,30,7244119
A006136,52,1,8994363
A006137,21,20,4194212
A006138,31,10,2072170
A006139,32,10,9062566
A006140,69,5,9623330
A006141,52,1,394207
A006142,39,10,1850339
A006143,39,10,5917290
A006144,59,30,5421668
A006145,30,1,1827693
A006146,20,30,9920658
A006147,64,5,9698299
A006148,64,20,4767963
A006149,19,20,9150680
A006150,26,10,5659006
A006151,55,20,8788577
A006152,45,1,5572957
A006153,44,1,9228203
A006154,40,5,2876670
A006155,43,1,8912263
A006156,69,30,6089117
A006157,35,20,9419045
A006158,63,1,5357134
A006159,32,10,256662
A006160,45,10,6289211
A006161,27,5,4411778
A006162,44,1,4208290
A006163,40,10,5690553
A006164,21,5,3684715
A006165,39,20,6894973
A006166,46,20,8807985
A006167,20,20,4491814
A006168,64,10,5306763
A006169,30,30,2882615
A006170,53,10,310510
A006171,43,1,1159886
A006172,40,30,8300929
A006173,28,20,9531157
A006174,47,5,1494768
A006175,69,20,3075559
A006176,24,20,2233828
A006177,21,30,6151131
A006178,44,30,7347102
A006179,20,30,6163970
A006180,26,10,5654597
A006181,44,10,4718368
A006182,46,10,1970613
A006183,23,5,4342779
A006184,32,5,9003017
A006185,52,30,6215854
A006186,50,30,528681
A006187,25,1,3692054
A006188,68,1,5490749
A006189,30,20,357626
A006190,62,10,4538654
A006191,34,5,3678163
